eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss
18.0,18.0,0.025099635124206543,145,1,0.6931471824645996,32,87.9159164428711
22.52,22.52,-0.0007113218307495117,1167,100,0.6931471824645996,3200,103.5382308959961
21.96,21.96,-0.009021282196044922,1128,200,0.6931471824645996,6400,117.31782531738281
22.83,22.83,-0.0059015750885009766,1100,300,0.693146824836731,9600,120.40709686279297
22.55,22.55,-0.0035774707794189453,1133,400,0.6931465864181519,12800,94.30994415283203
20.71,20.71,-0.010285258293151855,1132,500,0.6931443810462952,16000,83.55027770996094
21.19,21.19,0.00016385316848754883,1135,600,0.6931365728378296,19200,107.69776916503906
21.78,21.78,-0.015754342079162598,1104,700,0.6931302547454834,22400,286.86590576171875
23.43,23.43,0.013734042644500732,1077,800,0.6929771900177002,25600,109.88764190673828
21.69,21.69,0.012618839740753174,1086,900,0.6929812431335449,28800,76.82630920410156
24.86,24.86,0.004314005374908447,1100,1000,0.6927379369735718,32000,215.4969482421875
23.7,23.7,0.027508795261383057,1108,1100,0.6914200782775879,35200,53.34920883178711
24.03,24.03,-0.00015270709991455078,1113,1200,0.691619873046875,38400,95.36784362792969
27.34,27.34,0.03503388166427612,1126,1300,0.6876012086868286,41600,39.372188568115234
27.23,27.23,0.015945374965667725,1133,1400,0.6900185346603394,44800,101.84378051757812
25.85,25.85,-0.001117110252380371,1133,1500,0.6893517971038818,48000,80.96693420410156
25.33,25.33,0.026759862899780273,1138,1600,0.6888338327407837,51200,60.061668395996094
26.09,26.09,-0.018791794776916504,1146,1700,0.6839950680732727,54400,262.1535339355469
29.84,29.84,0.05564522743225098,1152,1800,0.6843924522399902,57600,49.51896667480469
28.9,28.9,0.04444420337677002,1150,1900,0.6796221137046814,60800,104.70072174072266
27.91,27.91,0.029448986053466797,1156,2000,0.6853187084197998,64000,115.10752868652344
28.22,28.22,0.003747999668121338,1158,2100,0.6872589588165283,67200,112.8115234375
31.08,31.08,0.004024863243103027,1161,2200,0.6866577863693237,70400,229.02647399902344
27.44,27.44,0.02814406156539917,1165,2300,0.6826897859573364,73600,23.336055755615234
28.83,28.83,0.08413797616958618,1162,2400,0.673375129699707,76800,21.836036682128906
27.35,27.35,-0.032325029373168945,1163,2500,0.6849271059036255,80000,53.212066650390625
27.4,27.4,0.015427231788635254,1163,2600,0.6849430799484253,83200,43.748863220214844
31.01,31.01,0.021250128746032715,1163,2700,0.6846015453338623,86400,136.82534790039062
27.56,27.56,0.16449862718582153,1166,2800,0.661888837814331,89600,34.129356384277344
30.98,30.98,0.03001159429550171,1170,2900,0.6766746640205383,92800,221.38870239257812
30.9,30.9,0.03394496440887451,1170,3000,0.6794064044952393,96000,46.50047302246094
33.58,33.58,0.039840519428253174,1173,3100,0.6733201742172241,99200,61.12540817260742
29.93,29.93,0.046490490436553955,1175,3200,0.6823186874389648,102400,35.28703689575195
34.68,34.68,0.07081592082977295,1174,3300,0.6804285049438477,105600,184.62442016601562
34.53,34.53,-0.06410610675811768,1176,3400,0.6720517873764038,108800,218.06080627441406
34.12,34.12,0.01612234115600586,1178,3500,0.6703478097915649,112000,46.32072448730469
35.1,35.1,0.021783888339996338,1179,3600,0.6656765937805176,115200,206.458984375
34.85,34.85,0.019130945205688477,1180,3700,0.6679704189300537,118400,48.44769287109375
34.37,34.37,0.06703174114227295,1178,3800,0.6707873344421387,121600,41.1889533996582
35.37,35.37,0.04804277420043945,1172,3900,0.6651445627212524,124800,64.1959228515625
36.91,36.91,0.05770397186279297,1173,4000,0.6478766202926636,128000,53.79085159301758
39.71,39.71,0.09267014265060425,1171,4100,0.6534991264343262,131200,61.76671600341797
40.08,40.08,-0.06296145915985107,1163,4200,0.6752779483795166,134400,210.3284454345703
37.77,37.77,0.01815354824066162,1153,4300,0.6778099536895752,137600,160.0099639892578
35.76,35.76,-0.022572875022888184,1150,4400,0.6737461090087891,140800,204.62698364257812
39.92,39.92,-0.009660601615905762,1153,4500,0.6745076775550842,144000,139.94955444335938
37.89,37.89,0.05500513315200806,1155,4600,0.642898678779602,147200,80.84744262695312
41.78,41.78,-0.06577086448669434,1158,4700,0.6499365568161011,150400,206.7078094482422
44.13,44.13,0.013473808765411377,1159,4800,0.6318994164466858,153600,91.93180847167969
41.12,41.12,-0.03738760948181152,1161,4900,0.676866888999939,156800,198.77723693847656
42.07,42.07,0.06649941205978394,1162,5000,0.6310828924179077,160000,100.75332641601562
38.72,38.72,0.09151589870452881,1164,5100,0.6353126168251038,163200,105.76051330566406
45.22,45.22,0.16097664833068848,1164,5200,0.5977216958999634,166400,76.15080261230469
44.92,44.92,-0.02704644203186035,1164,5300,0.6706395745277405,169600,97.9531478881836
47.45,47.45,-0.026776552200317383,1165,5400,0.6763027906417847,172800,78.3148422241211
48.71,48.71,0.1538381576538086,1167,5500,0.6578499674797058,176000,52.524986267089844
50.25,50.25,0.0005902647972106934,1166,5600,0.6811226606369019,179200,188.6857147216797
